User Registration Data,,,,
UserID,Gender,Paid/Unpaid,Education,NRI
UI-0390-DCFDQ,Female,Yes,No,1
UI-3146-MSEGF,female,Yes,Yes,1
UI-4080-OGPJL,Female,No,No,0
UI-1095-WGNGG,Female,Yes,No,0
UI-2636-SJDOU,Male,No,No,0
UI-1131-QQZEB,Male,Yes,No,1
UI-5716-EZXZN,Female,Yes,Yes,0
UI-6837-BJYDQ,Male,No,No,0
UI-2135-RXIHG,Male,No,No,0
UI-6440-DKQGE,Male,No,Yes,0
UI-3466-BYAVD,Male,Yes,Yes,0
UI-3780-YVMFA,Female,Yes,Yes,0
UI-3874-EQOEP,Male,No,No,0
UI-1679-JRFBR,Female,Yes,Yes,0
UI-9073-ZZIAY,Male,Yes,Yes,0
UI-3077-RSNTJ,Female,Yes,Yes,0
UI-6551-GNYDG,Female,Yes,Yes,0
UI-9167-APMXZ,Female,No,No,0
UI-2749-CTKAJ,Male,Yes,Yes,0
UI-6371-NZYEG,Male,Yes,Yes,0
UI-7554-NEWDD,Male,No,No,0
UI-8992-VONJD,Female,No,Yes,0
UI-0867-MKZVY,Female,Yes,No,0
UI-4482-EWFMI,Female,No,No,0
UI-4648-YPBTM,Male,No,No,0
UI-2907-ILJBN,Female,yes,Yes,0
UI-6345-FZOQH,Male,Yes,No,0
UI-3376-BMGFE,Female,No,No,0
UI-5997-OPVFA,Male,Yes,No,0
UI-3445-HXXGF,Male,Yes,No,1
UI-1159-WFSGR,female,Yes,Yes,0
UI-7654-YWJUF,Male,Yes,No,0
UI-1875-QIVME,Female,Yes,No,0
UI-6727-IOTLZ,Male,Yes,No,0
UI-0691-JVSYA,Female,Yes,No,0
UI-5918-VUKWP,Female,No,No,0
UI-1744-JHKYS,Female,Yes,No,0
UI-2656-FMOKZ,Female,No,No,1
UI-2070-FNEXE,Female,No,No,1
UI-5947-SGKCL,Female,Yes,Yes,0
UI-3712-PKXZA,Male,Yes,No,0
UI-6317-YPKDH,Female,No,No,0
UI-6582-OIVSP,Female,No,No,0
UI-9367-WXLCH,Male,No,No,0
UI-5524-KHNJP,Male,Yes,Yes,0
UI-1918-ZBFQJ,Female,No,No,0
UI-1024-GUALD,Female,yes,No,0
UI-4827-USJHP,Male,No,No,0
UI-8167-GJLRN,Male,No,No,0
UI-0956-SYCWG,Female,No,No,0
UI-8017-UVSZU,Female,Yes,No,0
UI-7100-FQPRV,Male,Yes,Yes,0
UI-2472-OVKUP,Male,Yes,No,0
UI-2984-RGEYA,Female,Yes,Yes,0
UI-9680-NIAUV,Female,Yes,Yes,0
UI-2146-EGVDT,Male,Yes,Yes,0
UI-2604-IJPDU,Female,Yes,No,0
UI-9178-JHUVJ,Male,Yes,Yes,0
UI-6168-YBYNP,Male,No,No,0
UI-7255-SSFBC,Male,Yes,Yes,0
UI-3645-DEYGF,Male,No,Yes,0
UI-9323-HGFWY,Female,Yes,No,0
UI-8544-GOQSH,Female,No,No,0
UI-3363-DTIVD,Male,Yes,Yes,0
UI-7018-WBJNK,Male,No,Yes,0
UI-9142-KZXOP,Male,No,No,0
UI-7674-YTAFD,Female,No,No,0
UI-6348-SNFUS,Male,Yes,Yes,0
UI-1285-OKIPP,Male,No,No,0
UI-7825-ECJRF,Female,No,No,0
UI-1347-KTTTA,Male,Yes,No,0
UI-7841-TZDMQ,Male,No,No,0
UI-4195-NZGTA,Female,No,No,0
UI-7157-SMCFK,Male,No,Yes,0
UI-4709-LKHYG,Female,Yes,Yes,0
UI-2504-DSHIH,Male,Yes,No,1
UI-0699-NDKJM,Female,Yes,No,0
UI-9286-BHDQG,Male,Yes,Yes,0
UI-0230-WEQUW,Male,Yes,No,0
UI-2040-LDIWQ,Male,Yes,Yes,0
UI-6496-JDSSB,Female,No,No,0
UI-9408-SSNVZ,Female,No,No,0
UI-4443-EMBNA,Female,Yes,No,0
UI-6469-MRVET,Male,Yes,Yes,0
UI-0742-MOABM,Male,Yes,No,0
UI-5961-VUSRV,Female,No,No,0
UI-6778-JFCMK,Male,No,No,0
UI-6341-JVQGF,Female,yes,Yes,0
UI-2232-DMLXU,female,Yes,No,0
UI-4811-JBUVU,Male,No,No,0
UI-0945-TSONX,Female,Yes,Yes,0
UI-2651-ZCBXV,Male,No,No,0
UI-3316-UWXUY,Male,No,No,0
UI-8937-RDTHP,Male,No,No,0
UI-7083-MIOPC,Female,No,No,0
UI-1984-GPTEH,Female,No,No,0
UI-1251-KRREG,Male,No,No,0
UI-0621-JFHOL,Female,No,No,0
UI-9903-LYSAB,Male,Yes,No,0
UI-0094-OIFMO,Female,No,No,1
UI-9227-UAQFT,Male,No,No,0
UI-7301-ABVAD,Female,No,No,0
UI-6614-FHDBO,Male,No,No,0
UI-7576-ASEJU,Female,Yes,Yes,0
UI-9058-HRZSV,Female,Yes,No,1
UI-4522-AKYLR,Female,No,No,1
UI-0221-WMXNQ,Male,No,No,1
UI-0303-UNCIP,Male,No,No,0
UI-9947-OTFQU,Male,No,No,1
UI-0322-YINQP,Male,No,No,0
UI-0959-WHOKV,Male,No,No,0
UI-4075-JFPGR,Female,Yes,No,0
UI-4629-NRXKX,Female,Yes,Yes,0
UI-9514-JDSKI,Male,Yes,No,1
UI-3282-ZISZV,Male,No,Yes,0
UI-3675-YDUPJ,Male,No,No,0
UI-4111-BNXIF,Female,Yes,Yes,0
UI-7017-VFHAY,female,Yes,Yes,0
UI-6655-LHBYW,Male,No,No,0
UI-4959-JOSRX,Female,Yes,No,0
UI-5046-NUHWD,Female,Yes,No,1
UI-7273-TEFQD,Male,No,No,1
UI-3606-TWKGI,Male,No,No,1
UI-7529-ZDFXI,Male,Yes,No,1
UI-7605-BDWDC,Female,No,No,0
UI-1950-KSVVJ,Female,Yes,No,0
UI-0123-CRBRT,Female,Yes,Yes,0
UI-6292-TOSSS,Male,No,No,0
UI-3197-ARFOY,Female,No,No,1
UI-6323-AYBRX,Male,No,No,0
UI-7014-ZZXAW,Female,Yes,No,0
UI-4385-GZQXV,Female,No,No,1
UI-7633-MVPUY,Male,Yes,No,0
UI-6366-ZGQGL,Male,No,No,0
UI-4716-HHKQH,Male,Yes,No,1
UI-5940-AHUHD,Male,No,No,0
UI-6432-TWQLB,Male,Yes,No,0
UI-4484-GLZOU,Female,Yes,No,0
UI-3179-GBRWV,Male,Yes,No,1
UI-8645-KWHJO,Male,No,No,0
UI-4130-MZLCC,Female,No,No,0
UI-0314-TKOSI,Female,No,No,0
UI-8229-MYEJZ,Female,No,No,0
UI-2080-SRCDE,Female,No,Yes,0
UI-9577-WJVCQ,Female,No,No,0
UI-9512-UIBFX,Male,Yes,Yes,0
UI-6202-DYYFX,female,No,No,0
UI-3808-HFKDE,Female,No,No,0
UI-5583-SXDAG,Male,Yes,No,0
UI-3488-PGMQJ,Male,No,No,1
UI-3580-REOAC,Male,No,No,0
UI-7534-BFESC,Male,No,No,1
UI-3727-OWVYD,Male,No,No,0
UI-2294-SALNE,Male,Yes,Yes,0
UI-4847-TAJYI,Female,No,No,1
UI-1563-IWQEX,Female,No,No,0
UI-8203-XJZRC,Male,No,No,0
UI-6556-DBKZF,Female,Yes,Yes,0
UI-6851-WEFYX,Male,Yes,No,1
UI-2985-JUUBZ,Male,Yes,Yes,0
UI-6390-DSAZX,Female,No,Yes,0
UI-0895-LMRSF,Male,No,No,0
UI-8098-LLAZX,Female,No,No,1
UI-8266-VBFQL,Male,No,No,0
UI-8181-YHCMF,Female,Yes,Yes,0
UI-2240-HSJQD,Male,No,Yes,0
UI-1248-DYXUB,Male,Yes,Yes,0
UI-0265-EDXBD,Male,Yes,No,1
UI-4115-BNPJY,Male,Yes,Yes,0
UI-3167-SNQPL,Male,Yes,Yes,1
UI-4091-TVOCN,Male,No,Yes,0
UI-1098-TDVUQ,Female,No,No,0
UI-7277-OZCGZ,Female,No,No,0
UI-1557-EMYVT,Female,No,No,0
UI-2799-ARNLO,Female,Yes,No,1
UI-7563-BIUPC,Male,No,No,0
UI-5027-YOCXN,Male,Yes,Yes,0
UI-3973-SKMLN,Male,No,No,0
UI-2321-OMBXY,Female,Yes,Yes,0
UI-2840-XANRC,Male,Yes,No,1
UI-6745-JEFZB,Male,Yes,No,0
UI-5020-ZSTTY,Female,No,No,1
UI-9880-TDQAC,Female,Yes,Yes,0
UI-8705-WZCYL,Male,No,No,0
UI-7102-JJVTX,Female,Yes,Yes,0
UI-8626-PTQGE,Male,No,No,0
UI-4983-CLMLV,Female,Yes,No,0
UI-5701-YVSVF,Female,Yes,No,1
UI-5804-LEPIM,Female,No,No,1
UI-5697-GOMBF,Female,Yes,Yes,1
UI-2739-CACDQ,Female,No,No,1
UI-9385-EHGDO,Female,Yes,Yes,0
UI-9498-FIMXL,Female,No,No,0
UI-2379-GYFLQ,Male,No,No,0
UI-0122-OAHPZ,Female,No,No,0
UI-2868-SNELZ,Female,No,No,0
UI-4322-RCYMT,Male,Yes,Yes,0
UI-6680-NENYN,Female,No,No,0
UI-2088-IEBAU,Female,No,No,0
UI-7982-VCELR,Female,No,No,0
UI-1343-EHPYB,Male,Yes,No,0
UI-6035-BXTTY,Female,No,No,1
UI-6885-PKOAM,Female,Yes,No,0
UI-7520-HQWJU,Female,Yes,Yes,0
UI-9639-BUJXT,Male,No,No,0
UI-5924-SNGKP,Female,No,Yes,0
UI-0021-IKXGC,Female,No,No,1
UI-2034-GDRCN,Female,No,No,0
UI-8966-SNIZF,Female,Yes,No,0
UI-6243-OZGFH,Female,No,No,0
UI-4654-DLAMQ,Female,Yes,No,1
UI-0513-RBGPE,Male,Yes,Yes,0
UI-5160-UXJED,Male,No,Yes,0
UI-4115-NZRKS,Female,No,No,1
UI-0219-YTZUE,Male,Yes,Yes,0
UI-0623-IIHUG,Female,No,No,1
UI-4572-DVCGN,Female,No,No,0
UI-3351-NGXYI,Female,No,No,1
UI-8984-EYLLL,Male,Yes,No,0
UI-9057-MSWCO,Male,Yes,No,1
UI-9833-TGFHX,Male,Yes,Yes,0
UI-9294-TDIPC,Male,No,Yes,0
UI-5229-DTFYB,Female,No,No,0
UI-0104-PPXDV,Male,Yes,No,0
UI-5176-LMJXE,Female,No,No,0
UI-3583-KRKMD,Male,No,No,0
UI-1010-DIAUQ,Male,No,No,0
UI-9069-LGEUL,Male,Yes,No,0
UI-7302-ZHMHP,Female,No,No,0
UI-9571-EDEBV,Male,Yes,No,0
UI-3520-FJGCV,Male,Yes,Yes,0
UI-6563-VRERX,Male,Yes,Yes,0
UI-0259-GBZSH,Male,No,No,0
UI-6122-EFVKN,Male,No,Yes,0
UI-2805-EDJPQ,Female,Yes,Yes,0
UI-6862-CQUMB,Male,No,No,0
UI-7156-MXBJE,Female,No,No,0
UI-6158-HDPXZ,Male,No,No,0
UI-9601-BRXPO,Female,Yes,No,0
UI-2863-IMQDR,Female,No,No,0
UI-5686-CMAWK,Male,No,No,0
UI-5651-CRHKQ,Female,Yes,No,0
UI-6905-NIQIN,Male,No,No,0
UI-8204-YJCLA,Male,Yes,Yes,1
UI-5167-ZFFMM,Male,No,No,0
UI-6583-SZVGP,Male,No,No,0
UI-4895-TMWIR,Male,Yes,No,1
UI-0533-BNWKF,Female,Yes,No,1
UI-1708-PBBOA,Female,No,No,0
UI-8782-LKFPK,Male,No,No,0
UI-5522-JBWMO,Male,No,Yes,0
UI-3597-MVHJT,Female,No,No,0
UI-9774-NRNAU,Male,Yes,No,1
UI-0224-RLWWD,Female,No,No,1
UI-9967-ATRFS,Female,No,No,0
UI-3951-NJCVI,Female,Yes,No,1
UI-2977-CEBSX,Female,No,No,0
UI-0177-PXBAT,Male,Yes,No,1
UI-6599-CEBNN,Female,No,No,0
UI-2519-ERQOJ,Male,No,No,1
UI-5876-QMYLD,Female,Yes,Yes,0
UI-2277-AXSDC,Female,No,No,0
UI-9442-JTWDL,female,No,No,0
UI-0979-PHULV,Male,Yes,Yes,0
UI-3067-SVMTC,Female,Yes,No,0
UI-5495-GPSRW,Male,No,No,0
UI-7606-BPHHN,Male,No,No,0
UI-4742-DRORA,Male,Yes,Yes,0
UI-0111-KLBQG,Male,Yes,Yes,1
UI-4800-VHZKI,Female,No,No,0
UI-7989-CHGTL,Male,No,No,0
UI-0334-GDDSO,Male,No,No,1
UI-4163-NCJAK,Female,Yes,No,0
UI-5233-AOZUF,Female,Yes,No,0
UI-5973-EJGDP,Male,No,No,0
UI-1996-DBMUS,Female,Yes,No,1
UI-7916-VCCPB,Female,Yes,Yes,0
UI-4686-GEFRM,Male,Yes,No,0
UI-5249-QYHEX,Female,Yes,Yes,0
UI-0578-SKVMF,Female,Yes,Yes,0
UI-5564-NEMQO,Female,No,No,1
UI-2233-FAGXV,Female,Yes,Yes,0
UI-5605-IYGFG,Female,No,No,0
UI-7663-ZTEGJ,Male,No,Yes,0
UI-3935-TBRZZ,Male,Yes,Yes,0
UI-8111-BKVDS,Female,No,No,0
UI-2055-SIFSS,Female,Yes,No,1
UI-2806-MLNTI,Male,Yes,No,1
UI-8734-DKSTZ,Female,Yes,Yes,0
UI-4360-PNRQB,Male,No,No,0
UI-6152-ONASV,Female,Yes,No,0
UI-9063-ZGTUY,female,Yes,Yes,0
UI-7781-HVGMK,Female,Yes,Yes,0
UI-2181-UAESM,Male,No,No,0
UI-2957-LOLHO,Male,No,No,0
UI-6048-NJXHX,Male,Yes,No,0
UI-2320-SLKMB,Female,No,No,0
UI-4980-URKXC,Male,Yes,No,0
UI-4376-KFVRS,Male,Yes,Yes,0
UI-5886-VLQVU,Male,Yes,No,0
UI-3577-AMVUX,Male,No,No,0
UI-0771-WLCLA,Female,Yes,Yes,0
UI-5628-RKIFK,Female,No,No,1
UI-0206-TBWLC,Female,Yes,No,0
UI-2937-FTHUR,Female,No,Yes,0
UI-1910-FMXJM,Female,Yes,No,0
UI-7752-XUSCI,Female,No,No,0
UI-4110-PFEUZ,Female,No,No,0
UI-0732-OCQOC,Female,Yes,Yes,0
UI-5168-MSWXT,Male,Yes,Yes,0
UI-1090-ESELR,Male,Yes,Yes,0
UI-8592-PLTMQ,Female,No,No,0
UI-5760-WRAHC,Female,No,No,1
UI-8847-GEOOQ,Male,Yes,No,0
UI-0256-LTHVJ,Female,Yes,Yes,0
UI-4785-FCIFB,Female,Yes,No,0
UI-8313-NDOIA,Female,No,No,0
UI-5149-CUZUJ,Male,Yes,Yes,0
UI-0942-KOWSM,Female,Yes,Yes,0
UI-4237-CLSMM,Male,Yes,No,0
UI-1452-VOQCH,Male,No,No,0
UI-4719-UMSIY,Male,No,Yes,0
UI-6614-VBEGU,Female,Yes,No,0
UI-0880-TKATG,Male,Yes,Yes,0
UI-3811-VBYBZ,Male,No,No,0
UI-1480-BKXGA,Male,Yes,No,1
UI-2996-XAUVF,Male,No,No,0
UI-9076-AXYIK,Male,Yes,No,1
UI-5968-XQIVE,Male,Yes,Yes,0
UI-8896-RAZCR,Female,No,Yes,0
UI-4640-UHDOS,Female,Yes,Yes,0
UI-4933-IKULF,Female,No,No,1
UI-3583-EKAPL,Male,No,No,0
UI-1304-BCCFO,Male,Yes,No,0
UI-4104-PVRPS,Male,Yes,No,0
UI-9399-APLBT,Female,Yes,Yes,0
UI-2359-KMGLI,Male,No,No,0
UI-3780-DDGSE,Male,Yes,Yes,1
UI-4431-EDMIQ,Female,Yes,Yes,0
UI-0306-JAELE,Male,No,No,0
UI-6227-HWPWX,Female,No,Yes,0
UI-0486-LGCCH,Male,Yes,Yes,0
UI-0447-BEMNG,Female,Yes,No,0
UI-4612-SSVHJ,Female,No,No,1
UI-5168-MQQCA,Female,Yes,No,0
UI-5949-XIKAE,Female,Yes,Yes,0
UI-7971-HLVXI,Male,Yes,Yes,0
UI-9094-AZPHK,Female,No,No,0
UI-3649-JPUGY,Male,No,No,0
UI-4472-LVYGI,female,Yes,Yes,0
UI-8372-JUXUI,Male,No,Yes,0
UI-3552-CTCYF,Male,Yes,Yes,0
UI-6778-YSNIH,Female,No,No,0
UI-0388-EOPEX,Female,Yes,No,0
UI-5756-OZRIO,Male,Yes,No,1
UI-6579-JPICP,Male,No,No,0
UI-8205-OTCHB,Male,No,No,0
UI-4134-BSXLX,Male,Yes,No,0
UI-0505-SPOOW,Female,Yes,No,0
UI-6235-VDHOM,Female,No,No,1
UI-7783-YKGDV,Female,No,No,0
UI-4374-YMUSQ,Male,No,No,0
UI-4513-CXYIX,Female,Yes,No,1
UI-3957-HHLMR,Female,Yes,Yes,0
UI-7803-XOCCZ,Female,Yes,Yes,0
UI-5736-YEJAX,Male,No,Yes,0
UI-5609-CEBID,Female,No,No,1
UI-8981-FJGLA,Male,No,Yes,0
UI-7218-HKQFK,Male,Yes,No,0
UI-4636-QRJKY,Female,Yes,Yes,0
UI-1135-LMECX,Female,No,No,0
UI-4332-MUOEZ,Male,Yes,Yes,1
UI-8535-SFUTN,Male,No,No,0
UI-5956-VKDTT,Female,Yes,No,1
UI-8677-HDZEE,Female,No,No,0
UI-2475-MROZF,Male,No,No,0
UI-9412-GHEEC,Male,No,No,0
UI-3482-ABPKK,Female,No,No,0
UI-6705-LXORM,female,Yes,No,1
UI-0257-ZESQC,Female,Yes,No,1
UI-7531-GQHME,Male,No,No,0
UI-5174-ITUMV,Male,Yes,Yes,0
UI-4109-CYRBD,Male,Yes,No,1
UI-0913-XWSCN,Male,Yes,Yes,0
UI-6825-UYPFK,Female,No,No,0
UI-8397-MVTAZ,Male,Yes,No,0
UI-0750-EBAIU,Male,No,No,0
UI-8606-CIQUL,Male,Yes,Yes,1
UI-3571-DPYUH,Male,Yes,Yes,0
UI-7601-GNDYK,Male,Yes,Yes,0
UI-0356-OBMAC,Female,No,No,1
UI-8067-NIOYM,Female,Yes,Yes,0
UI-1403-GYAFU,Male,Yes,Yes,0
UI-4234-XTNEA,Male,No,No,0
UI-1297-VQDRP,Male,Yes,Yes,1
UI-9282-IZGQK,Female,No,No,0
UI-5348-CAGXB,Male,No,No,0
UI-0621-HJWXJ,Female,Yes,No,0
UI-5844-QVTAT,Female,Yes,Yes,0
UI-8905-IAZPF,Female,Yes,No,0
UI-5394-MEITZ,Female,Yes,Yes,0
UI-6859-QNXIQ,Female,Yes,Yes,0
UI-2782-LFZVW,Female,No,No,0
UI-2866-IKBTM,Female,No,No,0
UI-1342-JPNKI,Male,No,No,0
UI-2817-NTQDO,Male,No,No,0
UI-7129-AZJDE,Male,Yes,Yes,0
UI-6986-IJDHX,Male,Yes,Yes,0
UI-2560-PPCHE,Female,No,No,0
UI-4676-MQUEA,Male,Yes,No,1
UI-8138-EALND,Male,No,No,0
UI-3580-HYCSP,Male,Yes,Yes,0
UI-1352-HNSAW,Female,Yes,Yes,0
UI-2075-PUEPR,Male,Yes,Yes,0
UI-1982-FEBTD,Female,Yes,Yes,0
UI-5301-GAUUY,Male,No,No,0
UI-5791-KAJFD,Female,Yes,Yes,0
UI-2654-VBVPB,Female,No,No,0
UI-1154-HYWWO,Male,No,No,0
UI-2501-XWWTZ,Male,No,No,0
UI-3716-UVSPD,Male,No,No,0
UI-6815-ABQFQ,Male,Yes,No,0
UI-7343-EOBEU,Male,Yes,No,0
UI-3701-SFMUH,Male,Yes,Yes,0
UI-6103-LIANB,Male,Yes,Yes,0
UI-7319-VENRZ,Male,No,No,0
UI-5846-NEQVZ,Male,Yes,Yes,0
UI-6967-QIQRV,Male,Yes,Yes,0
UI-5781-RFZRP,Male,Yes,No,0
UI-0939-YAPAF,Female,No,No,0
UI-0308-IVGOK,Female,No,No,0
UI-7293-LSCDV,Female,Yes,Yes,0
UI-7025-WCBNE,Male,No,No,1
UI-5756-JYOJT,Female,No,No,0
UI-4710-FDUIZ,Male,Yes,No,0
UI-6030-REHUX,Female,Yes,No,1
UI-9548-LIGTA,Male,Yes,No,0
UI-5150-LJNSR,Male,Yes,Yes,0
UI-8270-RKSAP,Male,No,No,0
UI-6522-YRBXD,Male,Yes,No,1
UI-2640-LYMOV,Male,No,No,0
UI-1218-VKFPE,Female,Yes,Yes,0
UI-3627-FHKBK,Female,No,No,0
UI-2865-TCHJW,Female,No,No,1
UI-1423-BMPBQ,Female,Yes,Yes,0
UI-2393-DIVAI,Female,No,No,0
UI-5192-EBGOV,Female,No,No,1
UI-4568-KNYWR,Male,No,No,0
UI-8752-IMQOS,Male,Yes,Yes,0
UI-0742-LAFQK,Male,Yes,No,0
UI-0795-LAFGP,Male,Yes,Yes,0
UI-0619-OLYUR,Male,Yes,No,0
UI-5512-IDZEI,Male,Yes,Yes,0
UI-0459-SPZHJ,Male,Yes,Yes,0
UI-0215-BQKGS,Male,No,No,0
UI-9244-ZVAPM,Male,No,No,0
UI-0719-SYFRB,Female,No,No,0
UI-8208-EUMTE,Male,No,No,0
UI-5172-MIGPM,Male,No,No,0
UI-1710-RCXUS,Male,Yes,No,0
UI-0374-FIUCA,Male,Yes,No,0
UI-5839-SUYVZ,Male,No,No,0
UI-5173-ZXXXL,Male,No,No,0
UI-1096-ADRUX,Female,Yes,Yes,0
UI-2001-MCUUW,Male,No,No,0
UI-2731-GJRDG,Female,No,No,0
UI-4723-BEGSG,Male,Yes,No,0
UI-6516-NKQBO,Male,Yes,Yes,0
UI-8672-OAUPW,Male,No,Yes,0
UI-8207-DMRVL,Male,Yes,Yes,0
UI-3419-SNJJD,Female,Yes,No,1
UI-6543-CPZMK,Male,Yes,Yes,0
UI-4765-OXPPD,Female,Yes,Yes,0
UI-2804-ETQDK,Male,No,Yes,0
UI-6689-VRRTK,Female,No,No,1
UI-7138-GIRSH,Male,No,No,0
UI-9396-ZSFLL,Female,No,No,0
UI-6464-KEXXH,Male,No,No,0
UI-7134-MJPDY,Female,No,No,1
UI-5240-CAOYT,Female,No,No,0
UI-4059-IIEBK,Female,No,No,0
UI-4881-JVQOD,Male,Yes,Yes,1
UI-0516-UXRMT,Female,No,No,0
UI-4851-BQDNX,Male,Yes,Yes,0
UI-5148-HKFIR,Female,No,No,0
UI-1009-IRMNA,Female,No,No,0
UI-3003-CMDUU,Female,Yes,No,0
UI-5016-IBERQ,Male,Yes,No,0
UI-6797-UCJHZ,Female,Yes,No,1
UI-2469-DTSGX,Female,No,No,1
UI-4554-YGZIH,Male,Yes,No,1
UI-5099-BAILX,Male,Yes,Yes,1
UI-9931-KGHOA,Female,Yes,No,0
UI-1775-KWJKQ,Male,Yes,Yes,0
UI-7665-VIGUD,Male,No,No,0
UI-9411-TPQQV,Female,No,No,0
UI-7207-RMRDB,Female,Yes,Yes,0
UI-7954-MLBUN,Male,No,No,0
UI-2077-DDHJK,Female,Yes,No,0
UI-4913-EHYUI,Male,Yes,Yes,1
UI-0195-IESCP,Male,Yes,No,0
UI-9574-BOSMD,Male,Yes,Yes,0
UI-4580-TMHJU,Female,Yes,Yes,0
UI-0970-ETWGE,Male,No,No,0
UI-4908-XAXAY,Female,No,No,1
UI-8404-VLQFB,Female,Yes,Yes,0
